@HD	VN:1.6
@SQ	SN:Contig005504_C_parapsilosis_CDC317	LN:898305	M5:e984704923a1a20d09ff8f42fc5d4404	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig005569_C_parapsilosis_CDC317	LN:2235583	M5:f4efb2243aa065c7c3dcc7261b5b9212	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig005806_C_parapsilosis_CDC317	LN:1039767	M5:d21cf10f877289c51c2d58a1cdcd4277	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig005807_C_parapsilosis_CDC317	LN:2091826	M5:7a239b7fb56c6342271a3e8d71739bfd	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig005809_C_parapsilosis_CDC317	LN:3023470	M5:671f162f0793223cb1a51815caa73b21	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig006110_C_parapsilosis_CDC317	LN:957321	M5:13dcfd81290ee2d847806309da48b8ba	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig006139_C_parapsilosis_CDC317	LN:962442	M5:51048d416742f3cc1a9a881d93cf7318	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:Contig006372_C_parapsilosis_CDC317	LN:1789679	M5:b4e2b46d47e6e2d2a68d56e66d1caef8	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
@SQ	SN:mito_C_parapsilosis_CDC317	LN:31781	M5:154da44485e3d21c2a32288e05f71f67	UR:file:/Users/liaoc/Documents/Fungal_genomic_analysis/sequences/CDC317/C_parapsilosis_CDC317_current_chromosomes.fasta
CONTIG	START	END	GC_CONTENT
Contig005569_C_parapsilosis_CDC317	967433	970615	0.422557
Contig005569_C_parapsilosis_CDC317	970939	972375	0.391093
Contig005569_C_parapsilosis_CDC317	972657	973291	0.385827
Contig005569_C_parapsilosis_CDC317	974158	978432	0.394152
Contig005569_C_parapsilosis_CDC317	978590	980575	0.403323
Contig005569_C_parapsilosis_CDC317	983340	983894	0.338739
Contig005569_C_parapsilosis_CDC317	984497	985357	0.408827
Contig005569_C_parapsilosis_CDC317	988933	989934	0.400200
Contig005569_C_parapsilosis_CDC317	990491	993655	0.387994
Contig005569_C_parapsilosis_CDC317	993860	995395	0.408854
Contig005569_C_parapsilosis_CDC317	995485	996144	0.421212
Contig005569_C_parapsilosis_CDC317	996197	998119	0.397296
Contig005569_C_parapsilosis_CDC317	999161	999373	0.399061
Contig005569_C_parapsilosis_CDC317	1001052	1002173	0.412656
Contig005569_C_parapsilosis_CDC317	1002398	1003411	0.423077
Contig005569_C_parapsilosis_CDC317	1004667	1005335	0.424514
Contig005569_C_parapsilosis_CDC317	1005502	1006059	0.399642
Contig005569_C_parapsilosis_CDC317	1006405	1008885	0.390165
Contig005569_C_parapsilosis_CDC317	1009666	1011416	0.388921
Contig005569_C_parapsilosis_CDC317	1011694	1012215	0.396552
Contig005569_C_parapsilosis_CDC317	1012874	1013830	0.371996
Contig005569_C_parapsilosis_CDC317	1015421	1017019	0.395247
Contig005569_C_parapsilosis_CDC317	1018045	1019427	0.401302
Contig005569_C_parapsilosis_CDC317	1019858	1021528	0.386595
Contig005569_C_parapsilosis_CDC317	1021728	1021919	0.385417
Contig005569_C_parapsilosis_CDC317	1022176	1023189	0.423077
Contig005569_C_parapsilosis_CDC317	1023765	1025432	0.425060
Contig005569_C_parapsilosis_CDC317	1027876	1029507	0.383578
Contig005569_C_parapsilosis_CDC317	1029739	1033269	0.418012
Contig005569_C_parapsilosis_CDC317	1036170	1036814	0.370543
Contig005569_C_parapsilosis_CDC317	1037253	1037669	0.405276
Contig005569_C_parapsilosis_CDC317	1038037	1038667	0.400951
Contig005569_C_parapsilosis_CDC317	1039075	1040307	0.353609
Contig005569_C_parapsilosis_CDC317	1040370	1041674	0.408429
Contig005569_C_parapsilosis_CDC317	1041854	1042387	0.391386
Contig005569_C_parapsilosis_CDC317	1042777	1044960	0.398352
Contig005569_C_parapsilosis_CDC317	1045063	1045463	0.366584
Contig005569_C_parapsilosis_CDC317	1045667	1047997	0.400257
Contig005569_C_parapsilosis_CDC317	1048203	1049156	0.402516
Contig005569_C_parapsilosis_CDC317	1049302	1050480	0.414758
Contig005569_C_parapsilosis_CDC317	1050606	1052588	0.415532
Contig005569_C_parapsilosis_CDC317	1052643	1054355	0.399299
Contig005569_C_parapsilosis_CDC317	1055506	1056840	0.406742
Contig005569_C_parapsilosis_CDC317	1057675	1062003	0.399861
Contig005569_C_parapsilosis_CDC317	1062133	1062408	0.365942
Contig005569_C_parapsilosis_CDC317	1062561	1063418	0.416084
Contig005569_C_parapsilosis_CDC317	1063949	1065406	0.384774
Contig005569_C_parapsilosis_CDC317	1065418	1066293	0.401826
Contig005569_C_parapsilosis_CDC317	1066486	1067544	0.395656
Contig005569_C_parapsilosis_CDC317	1067550	1068737	0.385522
Contig005569_C_parapsilosis_CDC317	1068938	1071241	0.388021
Contig005569_C_parapsilosis_CDC317	1071727	1073082	0.427729
Contig005569_C_parapsilosis_CDC317	1073301	1074671	0.396791
Contig005569_C_parapsilosis_CDC317	1074802	1076700	0.398631
Contig005569_C_parapsilosis_CDC317	1077180	1078673	0.387550
Contig005569_C_parapsilosis_CDC317	1079682	1080671	0.366667
Contig005569_C_parapsilosis_CDC317	1080713	1082017	0.396935
Contig005569_C_parapsilosis_CDC317	1082229	1082570	0.371345
Contig005569_C_parapsilosis_CDC317	1083498	1084232	0.417687
Contig005569_C_parapsilosis_CDC317	1084408	1085415	0.393849
Contig005569_C_parapsilosis_CDC317	1086229	1087710	0.393387
Contig005569_C_parapsilosis_CDC317	1088616	1090244	0.364641
Contig005569_C_parapsilosis_CDC317	1090530	1093163	0.406226
Contig005569_C_parapsilosis_CDC317	1093446	1094648	0.394846
Contig005569_C_parapsilosis_CDC317	1094928	1096043	0.411290
Contig005569_C_parapsilosis_CDC317	1096715	1098670	0.407975
Contig005569_C_parapsilosis_CDC317	1098951	1099508	0.392473
Contig005569_C_parapsilosis_CDC317	1102858	1104117	0.372222
Contig005569_C_parapsilosis_CDC317	1105097	1109815	0.409409
Contig005569_C_parapsilosis_CDC317	1110132	1110389	0.410853
Contig005569_C_parapsilosis_CDC317	1110632	1111597	0.423395
Contig005569_C_parapsilosis_CDC317	1111707	1112876	0.380342
Contig005569_C_parapsilosis_CDC317	1113846	1115318	0.364562
Contig005569_C_parapsilosis_CDC317	1116332	1117615	0.360592
Contig005569_C_parapsilosis_CDC317	1118109	1121228	0.407692
Contig005569_C_parapsilosis_CDC317	1121354	1123963	0.424138
Contig005569_C_parapsilosis_CDC317	1125995	1126255	0.321839
Contig005569_C_parapsilosis_CDC317	1126609	1127238	0.368254
Contig005569_C_parapsilosis_CDC317	1127762	1128706	0.366138
Contig005569_C_parapsilosis_CDC317	1128913	1131159	0.391188
Contig005569_C_parapsilosis_CDC317	1131378	1132691	0.410959
Contig005569_C_parapsilosis_CDC317	1132693	1135494	0.374019
Contig005569_C_parapsilosis_CDC317	1135617	1135916	0.376667
Contig005569_C_parapsilosis_CDC317	1136184	1137881	0.385748
Contig005569_C_parapsilosis_CDC317	1138092	1139777	0.399763
Contig005569_C_parapsilosis_CDC317	1139931	1141018	0.412684
Contig005569_C_parapsilosis_CDC317	1141075	1142343	0.386131
Contig005569_C_parapsilosis_CDC317	1142482	1144119	0.429182
Contig005569_C_parapsilosis_CDC317	1145996	1147207	0.400165
Contig005569_C_parapsilosis_CDC317	1147858	1151820	0.400707
Contig005569_C_parapsilosis_CDC317	1151830	1154424	0.406551
Contig005569_C_parapsilosis_CDC317	1155048	1155575	0.405303
Contig005569_C_parapsilosis_CDC317	1155916	1156758	0.416370
Contig005569_C_parapsilosis_CDC317	1156861	1157672	0.405172
Contig005569_C_parapsilosis_CDC317	1157842	1159952	0.423970
Contig005569_C_parapsilosis_CDC317	1160746	1161984	0.410008
Contig005569_C_parapsilosis_CDC317	1162294	1162467	0.362069
Contig005569_C_parapsilosis_CDC317	1164285	1165091	0.405204
Contig005569_C_parapsilosis_CDC317	1165480	1166286	0.422553
Contig005569_C_parapsilosis_CDC317	1166388	1168328	0.406491
Contig005569_C_parapsilosis_CDC317	1169040	1172531	0.400916
Contig005569_C_parapsilosis_CDC317	1172583	1174556	0.396657
Contig005569_C_parapsilosis_CDC317	1174778	1175824	0.382999
Contig005569_C_parapsilosis_CDC317	1176473	1177795	0.362812
Contig005569_C_parapsilosis_CDC317	1177947	1178168	0.355856
Contig005569_C_parapsilosis_CDC317	1179446	1180039	0.398990
Contig005569_C_parapsilosis_CDC317	1180667	1183456	0.377419
Contig005569_C_parapsilosis_CDC317	1183759	1185543	0.398880
Contig005569_C_parapsilosis_CDC317	1185677	1186483	0.422553
Contig005569_C_parapsilosis_CDC317	1187339	1190164	0.398089
Contig005569_C_parapsilosis_CDC317	1190363	1191277	0.390164
Contig005569_C_parapsilosis_CDC317	1192822	1194045	0.378268
Contig005569_C_parapsilosis_CDC317	1194204	1199681	0.410916
Contig005569_C_parapsilosis_CDC317	1200894	1203053	0.401389
Contig005569_C_parapsilosis_CDC317	1204703	1206394	0.420213
Contig005569_C_parapsilosis_CDC317	1206752	1207969	0.359606
Contig005569_C_parapsilosis_CDC317	1209428	1212136	0.368771
Contig005569_C_parapsilosis_CDC317	1213573	1214223	0.434716
Contig005569_C_parapsilosis_CDC317	1214375	1216510	0.386236
Contig005569_C_parapsilosis_CDC317	1217309	1219435	0.424071
Contig005569_C_parapsilosis_CDC317	1219523	1219765	0.382716
Contig005569_C_parapsilosis_CDC317	1220018	1222834	0.377352
Contig005569_C_parapsilosis_CDC317	1222905	1223807	0.414175
Contig005569_C_parapsilosis_CDC317	1224083	1226605	0.360682
Contig005569_C_parapsilosis_CDC317	1227575	1229071	0.376754
Contig005569_C_parapsilosis_CDC317	1229188	1229532	0.359420
Contig005569_C_parapsilosis_CDC317	1229741	1230931	0.361041
Contig005569_C_parapsilosis_CDC317	1231698	1233929	0.386649
Contig005569_C_parapsilosis_CDC317	1234023	1234994	0.348765
Contig005569_C_parapsilosis_CDC317	1235355	1236299	0.324868
Contig005569_C_parapsilosis_CDC317	1238077	1239447	0.385120
Contig005569_C_parapsilosis_CDC317	1240115	1242262	0.386406
Contig005569_C_parapsilosis_CDC317	1242457	1242864	0.409314
Contig005569_C_parapsilosis_CDC317	1242953	1245388	0.334975
Contig005569_C_parapsilosis_CDC317	1248772	1249311	0.366667
Contig005569_C_parapsilosis_CDC317	1252667	1254019	0.394678
Contig005569_C_parapsilosis_CDC317	1257007	1260288	0.386959
Contig005569_C_parapsilosis_CDC317	1260661	1261608	0.379747
Contig005569_C_parapsilosis_CDC317	1262009	1263199	0.355164
Contig005569_C_parapsilosis_CDC317	1263921	1264235	0.346032
Contig005569_C_parapsilosis_CDC317	1264418	1266673	0.359929
Contig005569_C_parapsilosis_CDC317	1266839	1268323	0.395286
Contig005569_C_parapsilosis_CDC317	1268618	1268935	0.408805
Contig005569_C_parapsilosis_CDC317	1269233	1269815	0.348199
Contig005569_C_parapsilosis_CDC317	1269905	1271364	0.363699
Contig005569_C_parapsilosis_CDC317	1271523	1272959	0.374391
Contig005569_C_parapsilosis_CDC317	1274222	1277293	0.355794
Contig005569_C_parapsilosis_CDC317	1277531	1277896	0.344262
Contig005569_C_parapsilosis_CDC317	1278249	1280002	0.381984
Contig005569_C_parapsilosis_CDC317	1280897	1283053	0.369958
Contig005569_C_parapsilosis_CDC317	1284138	1285175	0.355491
Contig005569_C_parapsilosis_CDC317	1285618	1286301	0.377193
Contig005569_C_parapsilosis_CDC317	1286749	1290627	0.382057
Contig005569_C_parapsilosis_CDC317	1290821	1291786	0.381988
Contig005569_C_parapsilosis_CDC317	1292118	1294058	0.382792
Contig005569_C_parapsilosis_CDC317	1294618	1299006	0.380497
Contig005569_C_parapsilosis_CDC317	1299461	1300176	0.392458
Contig005569_C_parapsilosis_CDC317	1300478	1301086	0.412151
Contig005569_C_parapsilosis_CDC317	1301548	1301880	0.468468
Contig005569_C_parapsilosis_CDC317	1302544	1303800	0.379475
Contig005569_C_parapsilosis_CDC317	1307818	1309092	0.412549
Contig005569_C_parapsilosis_CDC317	1309629	1311269	0.399147
Contig005569_C_parapsilosis_CDC317	1311289	1311675	0.382429
Contig005569_C_parapsilosis_CDC317	1311821	1312360	0.462963
Contig005569_C_parapsilosis_CDC317	1312497	1313852	0.399705
Contig005569_C_parapsilosis_CDC317	1313881	1314987	0.411021
Contig005569_C_parapsilosis_CDC317	1315204	1316634	0.401817
Contig005569_C_parapsilosis_CDC317	1316790	1319108	0.400604
Contig005569_C_parapsilosis_CDC317	1319338	1319661	0.398148
Contig005569_C_parapsilosis_CDC317	1320344	1321234	0.400673
Contig005569_C_parapsilosis_CDC317	1321278	1322018	0.407557
Contig005569_C_parapsilosis_CDC317	1322134	1322736	0.389718
Contig005569_C_parapsilosis_CDC317	1322744	1324303	0.428205
Contig005569_C_parapsilosis_CDC317	1326524	1327921	0.371960
Contig005569_C_parapsilosis_CDC317	1329862	1331376	0.404620
Contig005569_C_parapsilosis_CDC317	1331969	1333984	0.405754
Contig005569_C_parapsilosis_CDC317	1334055	1335491	0.393876
Contig005569_C_parapsilosis_CDC317	1335991	1337088	0.397996
Contig005569_C_parapsilosis_CDC317	1337208	1338996	0.394634
Contig005569_C_parapsilosis_CDC317	1339350	1339991	0.478193
Contig005569_C_parapsilosis_CDC317	1340144	1340893	0.409333
Contig005569_C_parapsilosis_CDC317	1341965	1343821	0.382876
Contig005569_C_parapsilosis_CDC317	1344540	1347167	0.412481
Contig005569_C_parapsilosis_CDC317	1347552	1348256	0.405674
Contig005569_C_parapsilosis_CDC317	1348315	1349400	0.406998
Contig005569_C_parapsilosis_CDC317	1349948	1350820	0.429553
Contig005569_C_parapsilosis_CDC317	1351369	1354113	0.416393
Contig005569_C_parapsilosis_CDC317	1354432	1355478	0.404967
Contig005569_C_parapsilosis_CDC317	1355580	1355936	0.347339
Contig005569_C_parapsilosis_CDC317	1355963	1356277	0.450794
Contig005569_C_parapsilosis_CDC317	1356312	1357928	0.400124
Contig005569_C_parapsilosis_CDC317	1358725	1359182	0.379913
Contig005569_C_parapsilosis_CDC317	1360243	1362696	0.411165
Contig005569_C_parapsilosis_CDC317	1362842	1365625	0.380747
Contig005569_C_parapsilosis_CDC317	1366579	1367133	0.407207
Contig005569_C_parapsilosis_CDC317	1367349	1369562	0.405601
Contig005569_C_parapsilosis_CDC317	1369617	1370879	0.384798
Contig005569_C_parapsilosis_CDC317	1371140	1372144	0.400995
Contig005569_C_parapsilosis_CDC317	1372461	1378190	0.391099
Contig005569_C_parapsilosis_CDC317	1381623	1383543	0.425299
Contig005569_C_parapsilosis_CDC317	1383805	1384839	0.415459
Contig005569_C_parapsilosis_CDC317	1385332	1385889	0.422939
Contig005569_C_parapsilosis_CDC317	1386374	1387036	0.416290
Contig005569_C_parapsilosis_CDC317	1387489	1387998	0.409804
Contig005569_C_parapsilosis_CDC317	1388432	1389193	0.376640
Contig005569_C_parapsilosis_CDC317	1389226	1391157	0.389752
Contig005569_C_parapsilosis_CDC317	1391372	1391881	0.376471
Contig005569_C_parapsilosis_CDC317	1392067	1392756	0.411594
Contig005569_C_parapsilosis_CDC317	1393796	1395451	0.480676
Contig005569_C_parapsilosis_CDC317	1395722	1398184	0.417783
Contig005569_C_parapsilosis_CDC317	1398384	1399403	0.432353
Contig005569_C_parapsilosis_CDC317	1399591	1400541	0.415352
Contig005569_C_parapsilosis_CDC317	1403105	1404358	0.385167
Contig005569_C_parapsilosis_CDC317	1404527	1406017	0.376258
Contig005569_C_parapsilosis_CDC317	1407589	1407762	0.339080
Contig005569_C_parapsilosis_CDC317	1409073	1411493	0.347377
Contig005569_C_parapsilosis_CDC317	1412128	1414947	0.373404
Contig005569_C_parapsilosis_CDC317	1415113	1415913	0.400749
Contig005569_C_parapsilosis_CDC317	1416009	1416611	0.409619
Contig005569_C_parapsilosis_CDC317	1416940	1417455	0.401163
Contig005569_C_parapsilosis_CDC317	1417834	1419228	0.407168
Contig005569_C_parapsilosis_CDC317	1419389	1420468	0.393519
Contig005569_C_parapsilosis_CDC317	1420496	1424869	0.400320
Contig005569_C_parapsilosis_CDC317	1424981	1425706	0.391185
Contig005569_C_parapsilosis_CDC317	1426544	1427422	0.424346
Contig005569_C_parapsilosis_CDC317	1428395	1430140	0.404926
Contig005569_C_parapsilosis_CDC317	1431639	1433375	0.413356
Contig005569_C_parapsilosis_CDC317	1433916	1436196	0.390618
Contig005569_C_parapsilosis_CDC317	1439727	1441607	0.397129
Contig005569_C_parapsilosis_CDC317	1441774	1444339	0.385814
Contig005569_C_parapsilosis_CDC317	1444515	1446038	0.387795
Contig005569_C_parapsilosis_CDC317	1446288	1447733	0.427386
Contig005569_C_parapsilosis_CDC317	1447906	1450065	0.413889
Contig005569_C_parapsilosis_CDC317	1450266	1451756	0.382294
Contig005569_C_parapsilosis_CDC317	1451833	1452735	0.403101
Contig005569_C_parapsilosis_CDC317	1452872	1453603	0.392077
Contig005569_C_parapsilosis_CDC317	1453821	1454318	0.407631
Contig005569_C_parapsilosis_CDC317	1455241	1455816	0.399306
Contig005569_C_parapsilosis_CDC317	1456237	1457403	0.383033
Contig005569_C_parapsilosis_CDC317	1457923	1459407	0.409428
Contig005569_C_parapsilosis_CDC317	1459474	1460214	0.415655
Contig005569_C_parapsilosis_CDC317	1460369	1460944	0.437500
Contig005569_C_parapsilosis_CDC317	1460973	1461629	0.420091
Contig005569_C_parapsilosis_CDC317	1461834	1463231	0.370529
Contig005569_C_parapsilosis_CDC317	1463346	1464566	0.375921
Contig005569_C_parapsilosis_CDC317	1464844	1467018	0.415632
Contig005569_C_parapsilosis_CDC317	1467520	1468680	0.366064
Contig005569_C_parapsilosis_CDC317	1468896	1470779	0.359873
Contig005569_C_parapsilosis_CDC317	1472333	1473547	0.391770
Contig005569_C_parapsilosis_CDC317	1476060	1477376	0.410782
Contig005569_C_parapsilosis_CDC317	1480014	1480655	0.370717
Contig005569_C_parapsilosis_CDC317	1481215	1483155	0.400309
Contig005569_C_parapsilosis_CDC317	1483299	1483691	0.447837
Contig005569_C_parapsilosis_CDC317	1485155	1487164	0.405473
Contig005569_C_parapsilosis_CDC317	1487214	1487858	0.373643
Contig005569_C_parapsilosis_CDC317	1488759	1489523	0.386928
Contig005569_C_parapsilosis_CDC317	1489734	1490939	0.351575
Contig005569_C_parapsilosis_CDC317	1491181	1492455	0.388235
Contig005569_C_parapsilosis_CDC317	1492820	1493230	0.396594
Contig005569_C_parapsilosis_CDC317	1494772	1495083	0.365385
Contig005569_C_parapsilosis_CDC317	1495651	1496247	0.413735
Contig005569_C_parapsilosis_CDC317	1496812	1497805	0.383300
Contig005569_C_parapsilosis_CDC317	1498083	1498673	0.404399
Contig005569_C_parapsilosis_CDC317	1499659	1501065	0.365316
Contig005569_C_parapsilosis_CDC317	1501830	1502639	0.353086
Contig005569_C_parapsilosis_CDC317	1502995	1506117	0.366314
Contig005569_C_parapsilosis_CDC317	1506458	1506853	0.393939
Contig005569_C_parapsilosis_CDC317	1507948	1508340	0.417303
Contig005569_C_parapsilosis_CDC317	1508763	1509692	0.347312
Contig005569_C_parapsilosis_CDC317	1509781	1510602	0.381995
Contig005569_C_parapsilosis_CDC317	1510800	1513334	0.395661
Contig005569_C_parapsilosis_CDC317	1513449	1514084	0.391509
Contig005569_C_parapsilosis_CDC317	1514664	1515620	0.366771
Contig005569_C_parapsilosis_CDC317	1517512	1518360	0.411072
Contig005569_C_parapsilosis_CDC317	1518727	1519971	0.344578
Contig005569_C_parapsilosis_CDC317	1519998	1520645	0.378086
Contig005569_C_parapsilosis_CDC317	1520782	1521932	0.358818
Contig005569_C_parapsilosis_CDC317	1523414	1523821	0.450980
Contig005569_C_parapsilosis_CDC317	1524211	1526310	0.383333
Contig005569_C_parapsilosis_CDC317	1526341	1528350	0.378607
Contig005569_C_parapsilosis_CDC317	1530184	1531746	0.386436
Contig005569_C_parapsilosis_CDC317	1532417	1533823	0.351102
Contig005569_C_parapsilosis_CDC317	1533888	1534748	0.380952
Contig005569_C_parapsilosis_CDC317	1535045	1535959	0.360656
Contig005569_C_parapsilosis_CDC317	1536052	1537050	0.413413
Contig005569_C_parapsilosis_CDC317	1537948	1540851	0.374311
Contig005569_C_parapsilosis_CDC317	1542649	1545612	0.399798
Contig005569_C_parapsilosis_CDC317	1545691	1546971	0.382514
Contig005569_C_parapsilosis_CDC317	1548560	1550101	0.425422
Contig005569_C_parapsilosis_CDC317	1551161	1553908	0.418850
Contig005569_C_parapsilosis_CDC317	1555608	1556666	0.405099
Contig005569_C_parapsilosis_CDC317	1558199	1559434	0.405340
Contig005569_C_parapsilosis_CDC317	1559668	1560828	0.391042
Contig005569_C_parapsilosis_CDC317	1561859	1562587	0.373114
Contig005569_C_parapsilosis_CDC317	1563189	1564610	0.391702
Contig005569_C_parapsilosis_CDC317	1564612	1565820	0.381307
Contig005569_C_parapsilosis_CDC317	1566152	1569478	0.403366
Contig005569_C_parapsilosis_CDC317	1569717	1570916	0.386667
Contig005569_C_parapsilosis_CDC317	1571009	1571758	0.412000
Contig005569_C_parapsilosis_CDC317	1571840	1575904	0.389422
Contig005569_C_parapsilosis_CDC317	1576419	1577663	0.396787
Contig005569_C_parapsilosis_CDC317	1577712	1578113	0.365672
Contig005569_C_parapsilosis_CDC317	1578362	1579060	0.377682
Contig005569_C_parapsilosis_CDC317	1579959	1580436	0.376569
Contig005569_C_parapsilosis_CDC317	1581201	1582574	0.373362
Contig005569_C_parapsilosis_CDC317	1582737	1583849	0.350404
Contig005569_C_parapsilosis_CDC317	1584015	1589177	0.387565
Contig005569_C_parapsilosis_CDC317	1589730	1590383	0.449541
Contig005569_C_parapsilosis_CDC317	1592071	1593759	0.396092
Contig005569_C_parapsilosis_CDC317	1594233	1596152	0.397396
Contig005569_C_parapsilosis_CDC317	1596299	1596529	0.415584
Contig005569_C_parapsilosis_CDC317	1596670	1597419	0.369333
Contig005569_C_parapsilosis_CDC317	1597555	1598010	0.355263
Contig005569_C_parapsilosis_CDC317	1598031	1599131	0.414169
Contig005569_C_parapsilosis_CDC317	1599618	1600532	0.379235
Contig005569_C_parapsilosis_CDC317	1601174	1602334	0.395349
Contig005569_C_parapsilosis_CDC317	1603413	1603980	0.362676
Contig005569_C_parapsilosis_CDC317	1606128	1607186	0.379603
Contig005569_C_parapsilosis_CDC317	1607670	1609311	0.363581
Contig005569_C_parapsilosis_CDC317	1609421	1611601	0.372306
Contig005569_C_parapsilosis_CDC317	1616087	1616335	0.353414
Contig005569_C_parapsilosis_CDC317	1617121	1619352	0.391577
Contig005569_C_parapsilosis_CDC317	1619513	1620256	0.415323
Contig005569_C_parapsilosis_CDC317	1620425	1621549	0.395556
Contig005569_C_parapsilosis_CDC317	1621635	1622804	0.414530
Contig005569_C_parapsilosis_CDC317	1623203	1627522	0.402778
Contig005569_C_parapsilosis_CDC317	1628592	1630787	0.423042
Contig005569_C_parapsilosis_CDC317	1631040	1633286	0.429462
Contig005569_C_parapsilosis_CDC317	1633707	1634186	0.414583
Contig005569_C_parapsilosis_CDC317	1634368	1634913	0.408425
Contig005569_C_parapsilosis_CDC317	1634933	1635496	0.411348
Contig005569_C_parapsilosis_CDC317	1635622	1637322	0.382128
Contig005569_C_parapsilosis_CDC317	1637596	1641315	0.400538
Contig005569_C_parapsilosis_CDC317	1641578	1643707	0.404225
Contig005569_C_parapsilosis_CDC317	1643740	1645566	0.417625
Contig005569_C_parapsilosis_CDC317	1645795	1646433	0.424100
Contig005569_C_parapsilosis_CDC317	1647108	1648154	0.390640
Contig005569_C_parapsilosis_CDC317	1648425	1650131	0.403632
Contig005569_C_parapsilosis_CDC317	1650469	1652520	0.385478
Contig005569_C_parapsilosis_CDC317	1652554	1654512	0.395100
Contig005569_C_parapsilosis_CDC317	1654940	1655665	0.399449
Contig005569_C_parapsilosis_CDC317	1656178	1658094	0.386020
Contig005569_C_parapsilosis_CDC317	1658315	1660216	0.429548
Contig005569_C_parapsilosis_CDC317	1660363	1661706	0.401786
Contig005569_C_parapsilosis_CDC317	1661774	1662361	0.392857
Contig005569_C_parapsilosis_CDC317	1662541	1663029	0.451943
Contig005569_C_parapsilosis_CDC317	1663109	1664323	0.381893
Contig005569_C_parapsilosis_CDC317	1665753	1667063	0.390542
Contig005569_C_parapsilosis_CDC317	1667277	1668890	0.425031
Contig005569_C_parapsilosis_CDC317	1669886	1670212	0.400612
Contig005569_C_parapsilosis_CDC317	1670808	1671140	0.360360
Contig005569_C_parapsilosis_CDC317	1676780	1678078	0.438029
Contig005569_C_parapsilosis_CDC317	1682269	1683441	0.401535
Contig005569_C_parapsilosis_CDC317	1683583	1684845	0.413302
Contig005569_C_parapsilosis_CDC317	1685684	1686781	0.404372
Contig005569_C_parapsilosis_CDC317	1686894	1687670	0.398970
Contig005569_C_parapsilosis_CDC317	1687792	1688685	0.399329
Contig005569_C_parapsilosis_CDC317	1688819	1689829	0.391691
Contig005569_C_parapsilosis_CDC317	1690112	1691836	0.358261
Contig005569_C_parapsilosis_CDC317	1691993	1692651	0.397572
Contig005569_C_parapsilosis_CDC317	1692781	1695096	0.389465
Contig005569_C_parapsilosis_CDC317	1695289	1696485	0.406015
Contig005569_C_parapsilosis_CDC317	1696520	1699201	0.378076
Contig005569_C_parapsilosis_CDC317	1700283	1702058	0.409910
Contig005569_C_parapsilosis_CDC317	1702813	1704501	0.400237
Contig005569_C_parapsilosis_CDC317	1704727	1705650	0.391775
Contig005569_C_parapsilosis_CDC317	1706259	1707596	0.416293
Contig005569_C_parapsilosis_CDC317	1707672	1711697	0.382265
Contig005569_C_parapsilosis_CDC317	1712403	1712933	0.391714
Contig005569_C_parapsilosis_CDC317	1713362	1715365	0.413673
Contig005569_C_parapsilosis_CDC317	1716167	1717228	0.422787
Contig005569_C_parapsilosis_CDC317	1717354	1717623	0.407407
Contig005569_C_parapsilosis_CDC317	1718451	1722257	0.390071
Contig005569_C_parapsilosis_CDC317	1722593	1725283	0.377555
Contig005569_C_parapsilosis_CDC317	1725864	1728533	0.367790
Contig005569_C_parapsilosis_CDC317	1729588	1730087	0.386000
Contig005569_C_parapsilosis_CDC317	1731787	1733430	0.396594
Contig005569_C_parapsilosis_CDC317	1734930	1736585	0.412440
Contig005569_C_parapsilosis_CDC317	1738336	1739331	0.415663
Contig005569_C_parapsilosis_CDC317	1739624	1740484	0.407666
Contig005569_C_parapsilosis_CDC317	1740759	1741757	0.372372
Contig005569_C_parapsilosis_CDC317	1742968	1746822	0.379248
Contig005569_C_parapsilosis_CDC317	1747957	1748991	0.433816
Contig005569_C_parapsilosis_CDC317	1749316	1749807	0.371951
Contig005569_C_parapsilosis_CDC317	1749979	1750536	0.394265
Contig005569_C_parapsilosis_CDC317	1750827	1751687	0.407666
Contig005569_C_parapsilosis_CDC317	1751980	1752975	0.414659
Contig005569_C_parapsilosis_CDC317	1754152	1754516	0.449315
Contig005569_C_parapsilosis_CDC317	1754956	1756593	0.396215
